,rank,club,country,level,elo,from,to,year
161,None,Grenoble,FRA,1,1551.0032959,2010-05-16,2010-07-01,2010
162,None,Genk,BEL,1,1549.60229492,2010-05-17,2010-07-15,2010
163,None,Guimaraes,POR,1,1549.42810059,2010-05-10,2010-07-15,2010
164,None,Burnley,ENG,1,1546.81726074,2010-05-13,2010-07-01,2010
165,None,Rayo Vallecano,ESP,2,1543.79077148,2010-05-30,2010-06-06,2010
166,None,CFR Cluj,ROM,1,1542.89306641,2010-05-23,2010-07-15,2010
167,None,Odense,DEN,1,1542.2175293,2010-05-17,2010-07-01,2010
168,None,APOEL,CYP,0,1541.93493652,2009-12-09,2010-07-01,2010
169,None,Albacete,ESP,2,1540.09960938,2010-05-23,2010-05-30,2010
170,None,Celta,ESP,2,1539.57006836,2010-05-23,2010-05-30,2010
171,None,Sheffield United,ENG,2,1539.55541992,2010-05-13,2010-07-29,2010
172,None,Cittadella,ITA,2,1538.6751709,2010-05-24,2010-05-30,2010
173,None,Augsburg,GER,2,1538.26159668,2010-05-23,2010-07-29,2010
174,None,Anorthosis,CYP,0,1537.92431641,2009-12-09,2010-07-01,2010
175,None,Las Palmas,ESP,2,1537.37744141,2010-05-30,2010-06-05,2010
176,None,Livorno,ITA,1,1535.22167969,2010-05-23,2010-07-01,2010
177,None,Cottbus,GER,2,1533.34570312,2010-05-23,2010-07-29,2010
178,None,Leicester,ENG,2,1532.63769531,2010-05-13,2010-07-29,2010
179,None,Saturn Ramenskoje,RUS,1,1531.8840332,2010-05-15,2010-07-10,2010
180,None,Middlesbrough,ENG,2,1531.8215332,2010-05-13,2010-07-29,2010
181,None,Brest,FRA,2,1531.08752441,2010-05-15,2010-07-01,2010
182,None,Banik Ostrava,CZE,1,1530.51171875,2010-05-16,2010-07-13,2010
183,None,Cardiff,ENG,2,1529.93273926,2010-05-23,2010-07-29,2010
184,None,Utrecht,NED,1,1529.85791016,2010-05-17,2010-07-15,2010
185,None,Reading,ENG,2,1529.23193359,2010-05-13,2010-07-29,2010
186,None,Grasshoppers,SUI,1,1528.80578613,2010-05-17,2010-07-15,2010
187,None,Boulogne,FRA,1,1528.51062012,2010-05-16,2010-07-01,2010
188,None,Sassuolo,ITA,2,1528.23156738,2010-05-24,2010-05-30,2010
189,None,Cesena,ITA,2,1528.09362793,2010-05-24,2010-05-30,2010
190,None,Lech,POL,1,1527.84936523,2010-05-16,2010-07-01,2010
191,None,Duesseldorf,GER,2,1527.57922363,2010-05-23,2010-07-29,2010
192,None,Forest,ENG,2,1527.36096191,2010-05-13,2010-07-29,2010
193,None,Academica,POR,1,1526.91796875,2010-05-10,2010-07-15,2010
194,None,Bielefeld,GER,2,1526.90600586,2010-05-23,2010-07-29,2010
195,None,Karlsruhe,GER,2,1523.78479004,2010-05-23,2010-07-29,2010
196,None,Duisburg,GER,2,1520.09436035,2010-05-23,2010-07-29,2010
197,None,Metz,FRA,2,1519.84289551,2010-05-15,2010-07-29,2010
198,None,Gimnastic,ESP,2,1519.24914551,2010-05-24,2010-05-30,2010
199,None,Steaua,ROM,1,1518.25830078,2010-05-23,2010-07-15,2010
200,None,Jablonec,CZE,1,1516.24401855,2010-05-16,2010-07-13,2010
201,None,Cordoba,ESP,2,1513.08911133,2010-05-30,2010-06-06,2010
202,None,Kayseri,TUR,1,1511.13171387,2010-05-16,2010-07-15,2010
203,None,Swansea,ENG,2,1510.78613281,2010-05-13,2010-07-29,2010
204,None,Brondby,DEN,1,1509.99475098,2010-05-17,2010-07-01,2010
205,None,Murcia,ESP,2,1508.95361328,2010-05-24,2010-05-30,2010
206,None,Teplice,CZE,1,1508.88232422,2010-05-16,2010-07-13,2010
207,None,Clermont,FRA,2,1508.60046387,2010-05-15,2010-07-29,2010
208,None,Amkar Perm,RUS,1,1508.46911621,2010-05-16,2010-07-10,2010
209,None,Wisla,POL,1,1508.27661133,2010-05-16,2010-07-01,2010
210,None,Dijon,FRA,2,1507.10168457,2010-05-15,2010-07-29,2010
211,None,Huesca,ESP,2,1506.98864746,2010-05-30,2010-06-05,2010
212,None,Timisoara,ROM,1,1505.04492188,2010-05-23,2010-07-15,2010
213,None,Cadiz,ESP,2,1504.10681152,2010-05-24,2010-05-30,2010
214,None,Real Union,ESP,2,1502.65625,2010-05-23,2010-05-30,2010
215,None,Bueyueksehir,TUR,1,1501.48828125,2010-05-10,2010-07-15,2010
216,None,Aachen,GER,2,1501.16052246,2010-05-23,2010-07-29,2010
217,None,Angers,FRA,2,1500.69067383,2010-05-15,2010-07-29,2010
218,None,Sedan,FRA,2,1500.51672363,2010-05-15,2010-07-29,2010
219,None,Girona,ESP,2,1499.6361084,2010-05-23,2010-05-30,2010
220,None,Terek Grozny,RUS,1,1498.94470215,2010-05-15,2010-07-08,2010
221,None,Pacos Ferreira,POR,1,1497.28686523,2010-05-10,2010-07-15,2010
222,None,Crvena Zvezda,SRB,0,1496.61523438,2009-12-17,2010-07-14,2010
223,None,Fuerth,GER,2,1496.56787109,2010-05-23,2010-07-29,2010
224,None,Castellon,ESP,2,1496.42163086,2010-05-23,2010-05-30,2010
225,None,Eskisehirspor,TUR,1,1495.49401855,2010-05-16,2010-07-15,2010
226,None,Vaslui,ROM,1,1494.10339355,2010-05-23,2010-07-15,2010
227,None,Sturm Graz,AUT,1,1494.07849121,2010-05-14,2010-07-13,2010
228,None,Antalyaspor,TUR,1,1493.93798828,2010-05-16,2010-07-15,2010
229,None,Salamanca,ESP,2,1493.92675781,2010-05-24,2010-05-30,2010
230,None,Albinoleffe,ITA,2,1492.74255371,2010-05-24,2010-05-30,2010
231,None,Zulte Waregem,BEL,1,1488.66931152,2010-05-09,2010-07-15,2010
232,None,Leiria,POR,1,1488.62683105,2010-05-09,2010-07-15,2010
233,None,Doncaster,ENG,2,1488.13891602,2010-05-13,2010-07-29,2010
234,None,Groningen,NED,1,1487.64501953,2010-05-10,2010-07-15,2010
235,None,Arles-Avignon,FRA,2,1487.4230957,2010-05-15,2010-07-01,2010
236,None,Kortrijk,BEL,1,1487.02416992,2010-05-09,2010-07-15,2010
237,None,Zuerich,SUI,1,1486.89526367,2010-05-17,2010-07-15,2010
238,None,Omonia,CYP,0,1486.76611328,2009-12-09,2010-07-01,2010
239,None,Empoli,ITA,2,1486.28430176,2010-05-24,2010-05-30,2010
240,None,Crotone,ITA,2,1485.97009277,2010-05-24,2010-05-30,2010
241,None,Stabaek,NOR,1,1485.95471191,2010-05-25,2010-06-06,2010
242,None,Reggina,ITA,2,1485.79589844,2010-05-24,2010-05-30,2010
243,None,Paderborn,GER,2,1485.36755371,2010-05-23,2010-07-29,2010
244,None,Tromso,NOR,1,1484.79833984,2010-05-25,2010-06-05,2010
245,None,Dinamo Bucuresti,ROM,1,1484.08825684,2010-05-23,2010-07-15,2010
246,None,Olhanense,POR,1,1484.05480957,2010-05-10,2010-07-15,2010
247,None,Bristol City,ENG,2,1483.53027344,2010-05-13,2010-07-29,2010
248,None,Simferopol,UKR,1,1483.44494629,2010-05-10,2010-07-10,2010
249,None,Dinamo Zagreb,CRO,1,1483.21826172,2010-05-14,2010-07-01,2010
250,None,Aris,GRE,1,1483.08276367,2010-05-20,2010-07-15,2010
251,None,Piacenza,ITA,2,1483.0020752,2010-05-24,2010-05-30,2010
252,None,Ipswich,ENG,2,1482.45288086,2010-05-13,2010-07-29,2010
253,None,Muenchen 60,GER,2,1482.30627441,2010-05-23,2010-07-29,2010
254,None,Sigma Olomouc,CZE,1,1482.0447998,2010-05-16,2010-07-13,2010
255,None,Zilina,SLK,0,1481.44836426,2009-08-28,2010-07-01,2010
256,None,Grosseto,ITA,2,1481.33837891,2010-05-24,2010-05-30,2010
257,None,Naval,POR,1,1479.65405273,2010-05-10,2010-07-15,2010
258,None,Partizan,SRB,0,1479.61401367,2009-12-17,2010-07-14,2010
259,None,Midtjylland,DEN,1,1479.53637695,2010-05-17,2010-07-01,2010
260,None,Tours,FRA,2,1479.49597168,2010-05-15,2010-07-29,2010
261,None,Rostov,RUS,1,1478.39233398,2010-05-15,2010-07-09,2010
262,None,Le Havre,FRA,2,1477.36816406,2010-05-15,2010-07-29,2010
263,None,Aalborg,DEN,1,1477.31311035,2010-05-17,2010-07-01,2010
264,None,Luzern,SUI,1,1476.82556152,2010-05-17,2010-07-15,2010
265,None,Cercle Brugge,BEL,1,1476.32373047,2010-04-25,2010-07-15,2010
266,None,Randers,DEN,1,1475.56811523,2010-05-17,2010-07-01,2010
267,None,Sivasspor,TUR,1,1475.31384277,2010-05-16,2010-07-15,2010
268,None,Slavia Praha,CZE,1,1474.17175293,2010-05-16,2010-07-13,2010
269,None,Karpaty,UKR,1,1473.359375,2010-05-10,2010-07-10,2010
270,None,Laval,FRA,2,1472.58496094,2010-05-15,2010-07-29,2010
271,None,BATE,BLR,1,1472.08581543,2010-05-20,2010-06-05,2010
272,None,Strasbourg,FRA,2,1470.81787109,2010-05-15,2010-07-02,2010
273,None,Crystal Palace,ENG,2,1470.26464844,2010-05-13,2010-07-29,2010
274,None,Kryliya Sovetov,RUS,1,1469.91381836,2010-05-15,2010-07-09,2010
275,None,Genclerbirligi,TUR,1,1469.61486816,2010-05-17,2010-07-15,2010
276,None,Ankaraguecue,TUR,1,1469.23730469,2010-05-16,2010-07-15,2010
277,None,Viktoria Plzen,CZE,1,1468.94189453,2010-05-16,2010-07-13,2010
278,None,M Tel Aviv,ISR,1,1468.7833252,2010-05-16,2010-07-01,2010
279,None,Ascoli,ITA,2,1466.56628418,2010-05-24,2010-05-30,2010
280,None,Heracles,NED,1,1466.15441895,2010-05-10,2010-07-15,2010
281,None,Elfsborg,SWE,1,1465.80212402,2010-05-17,2010-07-01,2010
282,None,Breda,NED,1,1465.7980957,2010-05-03,2010-07-15,2010
283,None,Guingamp,FRA,2,1465.18725586,2010-05-15,2010-07-02,2010
284,None,QPR,ENG,2,1465.0880127,2010-05-13,2010-07-29,2010
285,None,Watford,ENG,2,1462.69396973,2010-05-13,2010-07-29,2010
286,None,Derby,ENG,2,1462.13525391,2010-05-13,2010-07-29,2010
287,None,Rio Ave,POR,1,1461.77563477,2010-05-10,2010-07-15,2010
288,None,Arsenal Kyiv,UKR,1,1461.77539062,2010-05-10,2010-07-09,2010
289,None,Rapid Bucuresti,ROM,1,1461.47412109,2010-05-23,2010-07-15,2010
290,None,Gaziantepspor,TUR,1,1461.01989746,2010-05-16,2010-07-15,2010
291,None,Westerlo,BEL,1,1460.13354492,2010-05-08,2010-07-15,2010
292,None,Bnei Yehuda,ISR,1,1458.6505127,2010-05-16,2010-07-01,2010
293,None,Belenenses,POR,1,1458.48730469,2010-05-09,2010-07-02,2010
294,None,Nimes,FRA,2,1457.17211914,2010-05-15,2010-07-29,2010
295,None,Mechelen,BEL,1,1455.43481445,2010-04-25,2010-07-15,2010
296,None,Heerenveen,NED,1,1454.90576172,2010-05-03,2010-07-15,2010
297,None,Nantes,FRA,2,1454.8392334,2010-05-15,2010-07-29,2010
298,None,Dniprodzerzhynsk,UKR,1,1454.77807617,2010-05-10,2010-07-09,2010
299,None,Union Berlin,GER,2,1454.06787109,2010-05-23,2010-07-29,2010
300,None,Ajaccio,FRA,2,1454.00354004,2010-05-15,2010-07-29,2010
301,None,Mantova,ITA,2,1453.7277832,2010-05-24,2010-05-30,2010
302,None,Chateauroux,FRA,2,1452.8092041,2010-05-15,2010-07-29,2010
303,None,Malmoe,SWE,1,1451.76013184,2010-05-25,2010-07-01,2010
304,None,Rostock,GER,2,1451.11242676,2010-05-23,2010-07-02,2010
305,None,Roda,NED,1,1450.8137207,2010-05-17,2010-07-15,2010
306,None,St Truiden,BEL,1,1450.69067383,2010-05-17,2010-07-15,2010
307,None,Vicenza,ITA,2,1450.1796875,2010-05-24,2010-05-30,2010
308,None,Sion,SUI,1,1450.01696777,2010-05-17,2010-07-15,2010
309,None,Esbjerg,DEN,1,1449.01379395,2010-05-17,2010-07-01,2010
310,None,Slovan Liberec,CZE,1,1448.70544434,2010-05-16,2010-07-13,2010
311,None,Modena,ITA,2,1447.78088379,2010-05-24,2010-05-30,2010
312,None,FSV Frankfurt,GER,2,1447.43237305,2010-05-23,2010-07-29,2010
313,None,Preston,ENG,2,1447.29931641,2010-05-13,2010-07-29,2010
314,None,Alanya,RUS,1,1447.12097168,2010-05-16,2010-07-09,2010
315,None,Bastia,FRA,2,1445.39196777,2010-05-15,2010-07-02,2010
316,None,Kasimpasa,TUR,1,1445.0769043,2010-05-17,2010-07-15,2010
317,None,Beitar,ISR,1,1444.64172363,2010-05-16,2010-07-01,2010
318,None,Debrecen,HUN,1,1442.88684082,2010-05-24,2010-07-01,2010
319,None,Nordsjaelland,DEN,1,1442.77185059,2010-05-17,2010-07-01,2010
320,None,Triestina,ITA,2,1442.44433594,2010-05-24,2010-05-30,2010
321,None,Leixoes,POR,1,1441.56311035,2010-05-09,2010-07-02,2010
322,None,Helsingborg,SWE,1,1441.140625,2010-05-23,2010-07-01,2010
323,None,Anzhi,RUS,1,1440.77758789,2010-05-12,2010-07-04,2010
324,None,Vannes,FRA,2,1438.60754395,2010-05-15,2010-07-29,2010
325,None,Goeteborg,SWE,1,1436.20300293,2010-05-17,2010-07-01,2010
326,None,Barnsley,ENG,2,1434.92712402,2010-05-13,2010-07-29,2010
327,None,Oberhausen,GER,2,1434.13110352,2010-05-23,2010-07-29,2010
328,None,Mlada Boleslav,CZE,1,1434.01342773,2010-05-16,2010-07-13,2010
329,None,Legia,POL,1,1433.73706055,2010-05-16,2010-07-01,2010
330,None,Setubal,POR,1,1433.10168457,2010-05-09,2010-07-15,2010
331,None,CSKA Sofia,BUL,1,1432.48583984,2010-05-17,2010-07-13,2010
332,None,Litex,BUL,1,1430.84533691,2010-05-17,2010-07-13,2010
333,None,Padova,ITA,2,1429.46179199,2010-05-24,2010-05-30,2010
334,None,Vorskla,UKR,1,1429.43884277,2010-05-10,2010-07-10,2010
335,None,Sheffield Weds,ENG,2,1427.65881348,2010-05-13,2010-07-02,2010
336,None,Istres,FRA,2,1427.28234863,2010-05-15,2010-07-29,2010
337,None,APOP,CYP,0,1427.05737305,2009-12-09,2010-07-01,2010
338,None,Beerschot AC,BEL,1,1426.17565918,2010-04-26,2010-07-15,2010
339,None,Kalmar,SWE,1,1425.64782715,2010-05-23,2010-07-01,2010
340,None,Ancona,ITA,2,1425.62561035,2010-05-24,2010-05-30,2010
341,None,Frosinone,ITA,2,1424.87060547,2010-05-24,2010-05-30,2010
342,None,Scunthorpe,ENG,2,1424.64709473,2010-05-13,2010-07-29,2010
343,None,Hajduk,CRO,1,1424.44665527,2010-05-14,2010-07-01,2010
344,None,Brasov,ROM,1,1422.32751465,2010-05-23,2010-07-15,2010
345,None,Coventry,ENG,2,1421.31933594,2010-05-13,2010-07-29,2010
346,None,Lillestrom,NOR,1,1421.03308105,2010-05-26,2010-06-06,2010
347,None,Koblenz,GER,2,1420.89819336,2010-05-23,2010-07-02,2010
348,None,Levski,BUL,1,1420.47802734,2010-05-17,2010-07-13,2010
349,None,M Zaporizhya,UKR,1,1419.72619629,2010-05-10,2010-07-09,2010
350,None,Manisaspor,TUR,1,1418.96142578,2010-05-17,2010-07-15,2010
351,None,Dundee United,SCO,1,1418.44641113,2010-05-10,2010-07-15,2010
352,None,Valerenga,NOR,1,1417.40319824,2010-05-25,2010-06-06,2010
353,None,Molde,NOR,1,1417.26708984,2010-05-25,2010-06-06,2010
354,None,Viking,NOR,1,1414.51635742,2010-05-25,2010-06-07,2010
355,None,Odd Grenland,NOR,1,1411.1081543,2010-05-26,2010-06-06,2010
356,None,Novosibirsk,RUS,1,1410.5793457,2010-05-11,2010-07-09,2010
357,None,Kosice,SLK,0,1408.2923584,2009-08-28,2010-07-01,2010
358,None,Otelul Galati,ROM,1,1407.34082031,2010-05-23,2010-07-15,2010
359,None,Haderslev,DEN,1,1406.55078125,2010-05-17,2010-07-01,2010
360,None,Nijmegen,NED,1,1404.90258789,2010-05-03,2010-07-15,2010
361,None,Wiener Neustadt,AUT,1,1403.20947266,2010-05-14,2010-07-13,2010
362,None,Bnei Sakhinin,ISR,1,1401.93078613,2010-05-02,2010-07-01,2010
363,None,StGallen,SUI,1,1400.81652832,2010-05-17,2010-07-15,2010
364,None,Panionios,GRE,1,1399.52282715,2010-04-19,2010-07-15,2010
365,None,Larisa,GRE,1,1397.81115723,2010-04-19,2010-07-15,2010
366,None,Denizlispor,TUR,1,1397.20166016,2010-05-16,2010-07-02,2010
367,None,Xamax,SUI,1,1396.40649414,2010-05-17,2010-07-15,2010
368,None,Slovan Bratislava,SLK,0,1396.11071777,2009-08-28,2010-07-01,2010
369,None,Trnava,SLK,0,1390.234375,2009-08-28,2010-07-01,2010
370,None,Charleroi,BEL,1,1389.42114258,2010-04-26,2010-07-15,2010
371,None,Brno,CZE,1,1388.84375,2010-05-16,2010-07-13,2010
372,None,AIK,SWE,1,1388.05505371,2010-05-18,2010-07-01,2010
373,None,Vitesse,NED,1,1387.84387207,2010-05-03,2010-07-15,2010
374,None,Aalesund,NOR,1,1387.18322754,2010-05-25,2010-06-06,2010
375,None,Aarhus,DEN,1,1386.8269043,2010-05-17,2010-07-01,2010
376,None,Ried,AUT,1,1386.45007324,2010-05-14,2010-07-13,2010
377,None,Plymouth,ENG,2,1384.4967041,2010-05-13,2010-07-02,2010
378,None,Motherwell,SCO,1,1384.19824219,2010-05-10,2010-07-15,2010
379,None,Videoton,HUN,1,1383.82385254,2010-05-24,2010-07-01,2010
380,None,Netanya,ISR,1,1383.72070312,2010-05-02,2010-07-01,2010
381,None,Gyoer,HUN,1,1381.31616211,2010-05-24,2010-07-01,2010
382,None,Brann,NOR,1,1381.27490234,2010-05-25,2010-06-06,2010
383,None,Iraklis,GRE,1,1379.69628906,2010-04-19,2010-07-15,2010
384,None,Xanthi,GRE,1,1379.46923828,2010-04-19,2010-07-15,2010
385,None,Ceske Budejovice,CZE,1,1378.1529541,2010-05-16,2010-07-13,2010
386,None,Belchatow,POL,1,1377.8026123,2010-05-16,2010-07-01,2010
387,None,Oerebro,SWE,1,1376.76501465,2010-05-18,2010-07-01,2010
388,None,M Petach Tikva,ISR,1,1375.63916016,2010-05-03,2010-07-01,2010
389,None,Craiova,ROM,1,1375.50817871,2010-05-23,2010-07-15,2010
390,None,Lokeren,BEL,1,1374.24511719,2010-04-25,2010-07-15,2010
391,None,LASK,AUT,1,1373.55065918,2010-05-14,2010-07-13,2010
392,None,Ergotelis,GRE,1,1370.06762695,2010-04-19,2010-07-15,2010
393,None,Hibernian,SCO,1,1369.75683594,2010-05-10,2010-07-15,2010
394,None,Bistrita,ROM,1,1368.47375488,2010-05-23,2010-07-15,2010
395,None,Chernomorets,UKR,1,1368.45043945,2010-05-10,2010-07-02,2010
396,None,Ashdod,ISR,1,1367.77978516,2010-05-16,2010-07-01,2010
397,None,Pribram,CZE,1,1367.72790527,2010-05-16,2010-07-13,2010
398,None,Gaz Metan,ROM,1,1367.03820801,2010-05-23,2010-07-15,2010
399,None,Bohemians Praha,CZE,1,1365.89758301,2010-05-16,2010-07-13,2010
400,None,Hearts,SCO,1,1365.78430176,2010-05-10,2010-07-15,2010
401,None,Start,NOR,1,1365.45947266,2010-05-25,2010-06-07,2010
402,None,Venlo,NED,1,1363.39221191,2010-05-03,2010-07-15,2010
403,None,Den Haag,NED,1,1362.86547852,2010-05-03,2010-07-15,2010
404,None,Silkeborg,DEN,1,1361.43505859,2010-05-17,2010-07-01,2010
405,None,Kryvbas,UKR,1,1360.97302246,2010-05-10,2010-07-10,2010
406,None,Asteras Tripolis,GRE,1,1360.22265625,2010-04-19,2010-07-15,2010
407,None,Levadeiakos,GRE,1,1354.75610352,2010-04-19,2010-07-02,2010
408,None,Peterboro,ENG,2,1352.82983398,2010-05-13,2010-07-02,2010
409,None,Kavala,GRE,1,1352.48034668,2010-04-19,2010-07-15,2010
410,None,Mattersburg,AUT,1,1352.08325195,2010-05-14,2010-07-13,2010
411,None,Ujpest,HUN,1,1351.66259766,2010-05-24,2010-07-01,2010
412,None,Atromitos,GRE,1,1349.8659668,2010-04-19,2010-07-15,2010
413,None,Beer-Sheva,ISR,1,1349.82519531,2010-05-03,2010-07-01,2010
414,None,Siroki Brijeg,BHZ,0,1346.79821777,2009-08-28,2010-07-01,2010
415,None,Sheriff Tiraspol,MOL,0,1344.76281738,2009-12-18,2010-07-01,2010
416,None,Zorya,UKR,1,1343.45373535,2010-05-10,2010-07-09,2010
417,None,Kapfenberg,AUT,1,1343.41455078,2010-05-14,2010-07-13,2010
418,None,Ahlen,GER,2,1342.87817383,2010-05-23,2010-07-02,2010
419,None,Pandurii,ROM,1,1342.45019531,2010-05-23,2010-07-15,2010
420,None,Haecken,SWE,1,1341.77416992,2010-05-23,2010-07-01,2010
421,None,Roeselare,BEL,1,1341.43603516,2010-04-09,2010-07-02,2010
422,None,Hamilton,SCO,1,1340.69189453,2010-05-09,2010-07-15,2010
423,None,Haugesund,NOR,1,1340.3338623,2010-05-25,2010-06-06,2010
424,None,Zalaegerszegi,HUN,1,1340.29882812,2010-05-23,2010-07-01,2010
425,None,Diyarbakirspor,TUR,1,1340.25646973,2010-05-16,2010-07-02,2010
426,None,Ruch,POL,1,1338.90124512,2010-05-16,2010-07-01,2010
427,None,Gallipoli,ITA,2,1337.87817383,2010-05-24,2010-05-30,2010
428,None,Stromsgodset,NOR,1,1336.9967041,2010-05-25,2010-06-05,2010
429,None,GAIS,SWE,1,1336.80883789,2010-05-23,2010-07-01,2010
430,None,Lok Sofia,BUL,1,1331.74243164,2010-05-17,2010-07-13,2010
431,None,Cherno More,BUL,1,1331.73974609,2010-05-17,2010-07-13,2010
432,None,Ramat-Gan,ISR,1,1331.52075195,2010-05-16,2010-07-01,2010
433,None,Slovacko,CZE,1,1330.24536133,2010-05-16,2010-07-13,2010
434,None,Dinamo Minsk,BLR,1,1325.48474121,2010-05-20,2010-06-05,2010
435,None,Sparta Rotterdam,NED,1,1325.38085938,2010-05-03,2010-07-02,2010
436,None,Ilichivets,UKR,1,1324.97363281,2010-05-10,2010-07-09,2010
437,None,Korona,POL,1,1324.90930176,2010-05-16,2010-07-01,2010
438,None,Obolon Kyiv,UKR,1,1322.12585449,2010-05-10,2010-07-09,2010
439,None,Salernitana,ITA,2,1321.5682373,2010-05-24,2010-05-30,2010
440,None,Hapoel Haifa,ISR,1,1319.94970703,2010-05-16,2010-07-01,2010
441,None,Astra,ROM,1,1318.22546387,2010-05-23,2010-07-15,2010
442,None,FK Sarajevo,BHZ,0,1317.55090332,2009-08-28,2010-07-01,2010
443,None,Lubin,POL,1,1317.23278809,2010-05-16,2010-07-01,2010
444,None,Mjaellby,SWE,1,1316.70874023,2010-05-23,2010-07-01,2010
445,None,Interblock Ljubljana,SVN,0,1315.95214844,2009-08-28,2010-07-01,2010
446,None,Cibalia Vinkovci,CRO,1,1315.24597168,2010-05-14,2010-07-01,2010
447,None,Gefle,SWE,1,1312.66040039,2010-05-23,2010-07-01,2010
448,None,Slavija Istocno,BHZ,0,1312.35571289,2009-08-28,2010-07-01,2010
449,None,St Johnstone,SCO,1,1311.99645996,2010-05-09,2010-07-15,2010
450,None,Willem II,NED,1,1311.78320312,2010-05-03,2010-07-15,2010
451,None,Acco Acre,ISR,1,1310.61584473,2010-05-16,2010-07-01,2010
452,None,Sevojno,SRB,0,1309.89416504,2009-12-17,2010-07-02,2010
453,None,Curtea de Arges,ROM,1,1309.65893555,2010-05-23,2010-07-02,2010
454,None,Halmstad,SWE,1,1307.74682617,2010-05-23,2010-07-01,2010
455,None,Trelleborg,SWE,1,1307.68432617,2010-05-23,2010-07-01,2010
456,None,Slask,POL,1,1307.20068359,2010-05-16,2010-07-01,2010
457,None,Kladno,CZE,1,1305.48303223,2010-05-16,2010-07-02,2010
458,None,Djurgarden,SWE,1,1304.80456543,2010-05-23,2010-07-01,2010
459,None,Bellinzona,SUI,1,1303.86047363,2010-05-17,2010-07-15,2010
460,None,Iasi,ROM,1,1303.66101074,2010-05-23,2010-07-02,2010
461,None,Osijek,CRO,1,1302.96044922,2010-05-14,2010-07-01,2010
462,None,H Petach Tikva,ISR,1,1302.77233887,2010-05-16,2010-07-01,2010
463,None,Aberdeen,SCO,1,1301.50231934,2010-05-09,2010-07-15,2010
464,None,Sandefjord,NOR,1,1299.97302246,2010-05-25,2010-06-06,2010
465,None,Aarau,SUI,1,1298.81494141,2010-05-17,2010-07-02,2010
466,None,Zrinjski Mostar,BHZ,0,1298.07348633,2009-08-28,2010-07-01,2010
467,None,MTK,HUN,1,1297.2109375,2010-05-24,2010-07-01,2010
468,None,Polonia Warszawa,POL,1,1295.82275391,2010-05-16,2010-07-01,2010
469,None,Giannina,GRE,1,1295.29968262,2010-04-19,2010-07-02,2010
470,None,Brommapojkarna,SWE,1,1294.91601562,2010-05-25,2010-07-01,2010
471,None,Jagiellonia,POL,1,1293.68859863,2010-05-16,2010-07-01,2010
472,None,Maribor,SVN,0,1292.40844727,2009-08-28,2010-07-01,2010
473,None,Novi Sad,SRB,0,1292.25158691,2009-12-17,2010-07-02,2010
474,None,Kongsvinger,NOR,1,1290.64257812,2010-05-25,2010-06-06,2010
475,None,Rabotnicki,MAC,0,1288.77270508,2009-08-07,2010-07-01,2010
476,None,Slaven Belupo,CRO,1,1287.98742676,2010-05-14,2010-07-01,2010
477,None,Honefoss,NOR,1,1287.88769531,2010-05-25,2010-06-06,2010
478,None,Rijeka,CRO,1,1287.80004883,2010-05-14,2010-07-01,2010
479,None,Rudar Velenje,SVN,0,1285.78063965,2009-08-28,2010-07-01,2010
480,None,HB Koge,DEN,1,1285.51452637,2010-05-17,2010-07-01,2010
481,None,Raanana,ISR,1,1284.09094238,2010-05-16,2010-07-01,2010
482,None,Piatra Neamt,ROM,1,1282.7902832,2010-05-23,2010-07-02,2010
483,None,Uzhgorod,UKR,1,1282.52587891,2010-05-10,2010-07-02,2010
484,None,Nova Gorica,SVN,0,1275.6628418,2009-08-28,2010-07-01,2010
485,None,Sibenik,CRO,1,1274.44567871,2010-05-14,2010-07-01,2010
486,None,St Mirren,SCO,1,1273.70263672,2010-05-09,2010-07-15,2010
487,None,St Patricks,IRL,0,1273.33764648,2009-08-28,2010-07-01,2010
488,None,Haladas,HUN,1,1270.62243652,2010-05-24,2010-07-01,2010
489,None,Lechia,POL,1,1269.50891113,2010-05-16,2010-07-01,2010
490,None,Bytom,POL,1,1268.05883789,2010-05-16,2010-07-01,2010
491,None,Kilmarnock,SCO,1,1265.3314209,2010-05-09,2010-07-15,2010
492,None,Cracovia,POL,1,1262.74206543,2010-05-16,2010-07-01,2010
493,None,Unirea Alba Iulia,ROM,1,1261.39697266,2010-05-23,2010-07-02,2010
494,None,Ventspils,LAT,0,1260.30395508,2009-12-17,2010-07-01,2010
495,None,Slavia Sofia,BUL,1,1257.05615234,2010-05-17,2010-07-13,2010
496,None,Falkirk,SCO,1,1257.00927734,2010-05-09,2010-07-02,2010
497,None,Waalwijk,NED,1,1256.25366211,2010-05-03,2010-07-02,2010
498,None,Honka Espoo,FIN,0,1249.44384766,2009-08-07,2010-07-01,2010
499,None,Chernomorets Burgas,BUL,1,1248.51940918,2010-05-17,2010-07-13,2010
500,None,NK Zagreb,CRO,1,1247.71179199,2010-05-14,2010-07-01,2010
501,None,Atvidaberg,SWE,1,1247.66552734,2010-05-23,2010-07-01,2010
502,None,Honved,HUN,1,1245.4239502,2010-05-23,2010-07-01,2010
503,None,Austria Kaernten,AUT,1,1243.4354248,2010-05-14,2010-07-02,2010
504,None,Kecskemeti,HUN,1,1243.41186523,2010-05-24,2010-07-01,2010
505,None,Soligorsk,BLR,1,1242.45898438,2010-05-22,2010-06-05,2010
506,None,Nazareth,ISR,1,1242.08959961,2010-05-16,2010-07-01,2010
